  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  6 3.0053E-05 2.7163E+03 3.6452E+08
  7 3.5924E-05 2.7163E+03 3.3895E+08
  8 4.2881E-05 2.7163E+03 3.1532E+08
  9 5.1114E-05 2.7163E+03 2.9382E+08
 10 6.0842E-05 2.7163E+03 2.7433E+08
 11 7.2318E-05 2.7163E+03 2.5661E+08
 12 8.5838E-05 2.7163E+03 2.4042E+08
 13 1.0174E-04 2.7163E+03 2.2557E+08
 14 1.2042E-04 2.7163E+03 2.1189E+08
 15 1.4233E-04 2.7163E+03 1.9925E+08
 16 1.6799E-04 2.7163E+03 1.8754E+08
 17 1.9799E-04 2.7163E+03 1.7666E+08
 18 2.3302E-04 2.7163E+03 1.6655E+08
 19 2.7386E-04 2.7163E+03 1.5714E+08
 20 3.2141E-04 2.7163E+03 1.4839E+08
 21 3.7668E-04 2.7163E+03 1.4026E+08
 22 4.4083E-04 2.7163E+03 1.3271E+08
 23 5.1517E-04 2.7163E+03 1.2568E+08
 24 6.0121E-04 2.7163E+03 1.1912E+08
 25 7.0062E-04 2.7163E+03 1.1295E+08
 26 8.1531E-04 2.7163E+03 1.0711E+08
 27 9.4745E-04 2.7163E+03 1.0155E+08
 28 1.0994E-03 2.7163E+03 9.6231E+07
 29 1.2740E-03 2.7163E+03 9.1151E+07
 30 1.4742E-03 2.7163E+03 8.6315E+07
 31 1.7035E-03 2.7163E+03 8.1739E+07
 32 1.9657E-03 2.7163E+03 7.7448E+07
 33 2.2649E-03 2.7163E+03 7.3456E+07
 34 2.6061E-03 2.7163E+03 6.9767E+07
 35 2.9945E-03 2.7163E+03 6.6369E+07
 36 3.4358E-03 2.7163E+03 6.3233E+07
 37 3.9366E-03 2.7163E+03 6.0321E+07
 38 4.5041E-03 2.7163E+03 5.7584E+07
 39 5.1461E-03 2.7163E+03 5.5037E+07
 40 5.8713E-03 2.7163E+03 5.2670E+07
 41 6.6892E-03 2.7163E+03 5.0433E+07
 42 7.6103E-03 2.7163E+03 4.8255E+07
 43 8.6461E-03 2.7163E+03 4.6252E+07
 44 9.8089E-03 2.7163E+03 4.4348E+07
 45 1.1112E-02 2.7163E+03 4.2627E+07
 46 1.2571E-02 2.7163E+03 4.1059E+07
 47 1.4202E-02 2.7163E+03 3.9644E+07
 48 1.6021E-02 2.7163E+03 3.8456E+07
 49 1.8048E-02 2.7163E+03 3.7581E+07
 50 2.0303E-02 2.7163E+03 3.6923E+07
 51 2.2807E-02 2.7163E+03 3.6203E+07
 52 2.5583E-02 3.6786E+03 3.9169E+07
 53 2.8657E-02 6.9278E+03 4.7155E+07
 54 3.2055E-02 1.1635E+04 5.4464E+07
 55 3.5806E-02 1.7286E+04 6.0203E+07
 56 3.9939E-02 2.3703E+04 6.4617E+07
 57 4.4486E-02 3.0654E+04 6.7868E+07
 58 4.9481E-02 3.7839E+04 7.0056E+07
 59 5.4959E-02 4.5213E+04 7.1425E+07
 60 6.0957E-02 5.2807E+04 7.2175E+07
 61 6.7515E-02 6.0665E+04 7.2447E+07
 62 7.4672E-02 6.8739E+04 7.2308E+07
 63 8.2472E-02 7.6842E+04 7.1772E+07
 64 9.0957E-02 8.4579E+04 7.0802E+07
 65 1.0017E-01 9.1727E+04 6.9431E+07
 66 1.1017E-01 9.8112E+04 6.7706E+07
 67 1.2099E-01 1.0357E+05 6.5665E+07
 68 1.3269E-01 1.0843E+05 6.3468E+07
 69 1.4531E-01 1.1314E+05 6.1225E+07
 70 1.5891E-01 1.1799E+05 5.8976E+07
 71 1.7354E-01 1.2334E+05 5.6780E+07
 72 1.8924E-01 1.2932E+05 5.4641E+07
 73 2.0608E-01 1.3594E+05 5.2548E+07
 74 2.2409E-01 1.4297E+05 5.0461E+07
 75 2.4334E-01 1.4997E+05 4.8328E+07
 76 2.6387E-01 1.5655E+05 4.6121E+07
 77 2.8572E-01 1.6224E+05 4.3817E+07
 78 3.0895E-01 1.6672E+05 4.1415E+07
 79 3.3359E-01 1.6987E+05 3.8935E+07
 80 3.5970E-01 1.7165E+05 3.6401E+07
 81 3.8729E-01 1.7221E+05 3.3846E+07
 82 4.1642E-01 1.7174E+05 3.1301E+07
 83 4.4710E-01 1.7045E+05 2.8789E+07
 84 4.7937E-01 1.6856E+05 2.6334E+07
 85 5.1324E-01 1.6626E+05 2.3952E+07
 86 5.4873E-01 1.6367E+05 2.1650E+07
 87 5.8584E-01 1.6091E+05 1.9437E+07
 88 6.2459E-01 1.5804E+05 1.7317E+07
 89 6.6495E-01 1.5510E+05 1.5293E+07
 90 7.0692E-01 1.5214E+05 1.3367E+07
 91 7.5048E-01 1.4917E+05 1.1540E+07
 92 7.9560E-01 1.4621E+05 9.8142E+06
 93 8.4225E-01 1.4327E+05 8.1911E+06
 94 8.9037E-01 1.4038E+05 6.6734E+06
 95 9.3991E-01 1.3754E+05 5.2634E+06
 96 9.9080E-01 1.3459E+05 5.1253E+06
 97 1.0430E+00 1.3147E+05 5.0242E+06
 98 1.0964E+00 1.2818E+05 4.9247E+06
 99 1.1508E+00 1.2508E+05 4.8312E+06
100 1.2063E+00 1.2229E+05 8.1576E+05

  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  1 1.2055E-05 2.7163E+03 4.8044E+08
  2 1.4513E-05 2.7163E+03 4.6284E+08
  3 1.7446E-05 2.7163E+03 4.4221E+08
  4 2.0943E-05 2.7163E+03 4.1790E+08
  5 2.5106E-05 2.7163E+03 3.9132E+08
  6 3.0053E-05 2.7163E+03 3.6452E+08
  7 3.5924E-05 2.7163E+03 3.3894E+08
  8 4.2881E-05 2.7163E+03 3.1531E+08
  9 5.1114E-05 2.7163E+03 2.9381E+08
 10 6.0842E-05 2.7163E+03 2.7432E+08
 11 7.2318E-05 2.7163E+03 2.5660E+08
 12 8.5838E-05 2.7163E+03 2.4042E+08
 13 1.0174E-04 2.7163E+03 2.2557E+08
 14 1.2042E-04 2.7163E+03 2.1189E+08
 15 1.4233E-04 2.7163E+03 1.9925E+08
 16 1.6799E-04 2.7163E+03 1.8753E+08
 17 1.9799E-04 2.7163E+03 1.7666E+08
 18 2.3302E-04 2.7163E+03 1.6655E+08
 19 2.7386E-04 2.7163E+03 1.5714E+08
 20 3.2141E-04 2.7163E+03 1.4839E+08
 21 3.7668E-04 2.7163E+03 1.4026E+08
 22 4.4083E-04 2.7163E+03 1.3270E+08
 23 5.1517E-04 2.7163E+03 1.2568E+08
 24 6.0121E-04 2.7163E+03 1.1912E+08
 25 7.0062E-04 2.7163E+03 1.1295E+08
 26 8.1531E-04 2.7163E+03 1.0711E+08
 27 9.4745E-04 2.7163E+03 1.0155E+08
 28 1.0994E-03 2.7163E+03 9.6231E+07
 29 1.2740E-03 2.7163E+03 9.1151E+07
 30 1.4742E-03 2.7163E+03 8.6314E+07
 31 1.7035E-03 2.7163E+03 8.1739E+07
 32 1.9657E-03 2.7163E+03 7.7448E+07
 33 2.2649E-03 2.7163E+03 7.3456E+07
 34 2.6061E-03 2.7163E+03 6.9766E+07
 35 2.9945E-03 2.7163E+03 6.6368E+07
 36 3.4358E-03 2.7163E+03 6.3233E+07
 37 3.9366E-03 2.7163E+03 6.0320E+07
 38 4.5041E-03 2.7163E+03 5.7583E+07
 39 5.1461E-03 2.7163E+03 5.5037E+07
 40 5.8713E-03 2.7163E+03 5.2669E+07
 41 6.6892E-03 2.7163E+03 5.0433E+07
 42 7.6103E-03 2.7163E+03 4.8255E+07
 43 8.6461E-03 2.7163E+03 4.6251E+07
 44 9.8089E-03 2.7163E+03 4.4348E+07
 45 1.1112E-02 2.7163E+03 4.2627E+07
 46 1.2571E-02 2.7163E+03 4.1061E+07
 47 1.4202E-02 2.7163E+03 3.9645E+07
 48 1.6021E-02 2.7163E+03 3.8451E+07
 49 1.8048E-02 2.7163E+03 3.7571E+07
 50 2.0303E-02 2.7163E+03 3.6914E+07
 51 2.2807E-02 2.7163E+03 3.6193E+07
 52 2.5583E-02 3.7834E+03 3.9528E+07
 53 2.8657E-02 7.0289E+03 4.7373E+07
 54 3.2055E-02 1.1731E+04 5.4603E+07
 55 3.5806E-02 1.7378E+04 6.0298E+07
 56 3.9939E-02 2.3789E+04 6.4685E+07
 57 4.4486E-02 3.0736E+04 6.7918E+07
 58 4.9481E-02 3.7915E+04 7.0094E+07
 59 5.4959E-02 4.5285E+04 7.1454E+07
 60 6.0957E-02 5.2875E+04 7.2198E+07
 61 6.7515E-02 6.0730E+04 7.2465E+07
 62 7.4672E-02 6.8800E+04 7.2322E+07
 63 8.2472E-02 7.6899E+04 7.1783E+07
 64 9.0957E-02 8.4633E+04 7.0810E+07
 65 1.0017E-01 9.1776E+04 6.9438E+07
 66 1.1017E-01 9.8157E+04 6.7711E+07
 67 1.2099E-01 1.0361E+05 6.5669E+07
 68 1.3269E-01 1.0846E+05 6.3471E+07
 69 1.4531E-01 1.1317E+05 6.1227E+07
 70 1.5891E-01 1.1802E+05 5.8978E+07
 71 1.7354E-01 1.2337E+05 5.6781E+07
 72 1.8924E-01 1.2934E+05 5.4641E+07
 73 2.0608E-01 1.3596E+05 5.2549E+07
 74 2.2409E-01 1.4298E+05 5.0460E+07
 75 2.4334E-01 1.4998E+05 4.8328E+07
 76 2.6387E-01 1.5656E+05 4.6121E+07
 77 2.8572E-01 1.6224E+05 4.3816E+07
 78 3.0895E-01 1.6672E+05 4.1414E+07
 79 3.3359E-01 1.6987E+05 3.8934E+07
 80 3.5970E-01 1.7164E+05 3.6401E+07
 81 3.8729E-01 1.7220E+05 3.3845E+07
 82 4.1642E-01 1.7173E+05 3.1300E+07
 83 4.4710E-01 1.7044E+05 2.8789E+07
 84 4.7937E-01 1.6856E+05 2.6334E+07
 85 5.1324E-01 1.6626E+05 2.3952E+07
 86 5.4873E-01 1.6366E+05 2.1650E+07
 87 5.8584E-01 1.6090E+05 1.9437E+07
 88 6.2459E-01 1.5803E+05 1.7318E+07
 89 6.6495E-01 1.5509E+05 1.5294E+07
 90 7.0692E-01 1.5213E+05 1.3367E+07
 91 7.5048E-01 1.4917E+05 1.1541E+07
 92 7.9560E-01 1.4620E+05 9.8145E+06
 93 8.4225E-01 1.4327E+05 8.1914E+06
 94 8.9037E-01 1.4038E+05 6.6736E+06
 95 9.3991E-01 1.3754E+05 5.2636E+06
 96 9.9080E-01 1.3459E+05 5.1255E+06
 97 1.0430E+00 1.3147E+05 5.0244E+06
 98 1.0964E+00 1.2818E+05 4.9249E+06
 99 1.1508E+00 1.2508E+05 4.8314E+06
100 1.2063E+00 1.2229E+05 8.1581E+05

  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  1 1.2055E-05 2.7163E+03 4.8034E+08
  2 1.4513E-05 2.7163E+03 4.6280E+08
  3 1.7446E-05 2.7163E+03 4.4222E+08
  4 2.0943E-05 2.7163E+03 4.1792E+08
  5 2.5106E-05 2.7163E+03 3.9133E+08
  6 3.0053E-05 2.7163E+03 3.6451E+08
  7 3.5924E-05 2.7163E+03 3.3893E+08
  8 4.2881E-05 2.7163E+03 3.1530E+08
  9 5.1114E-05 2.7163E+03 2.9381E+08
 10 6.0842E-05 2.7163E+03 2.7432E+08
 11 7.2318E-05 2.7163E+03 2.5660E+08
 12 8.5838E-05 2.7163E+03 2.4042E+08
 13 1.0174E-04 2.7163E+03 2.2557E+08
 14 1.2042E-04 2.7163E+03 2.1188E+08
 15 1.4233E-04 2.7163E+03 1.9924E+08
 16 1.6799E-04 2.7163E+03 1.8753E+08
 17 1.9799E-04 2.7163E+03 1.7665E+08
 18 2.3302E-04 2.7163E+03 1.6654E+08
 19 2.7386E-04 2.7163E+03 1.5714E+08
 20 3.2141E-04 2.7163E+03 1.4839E+08
 21 3.7668E-04 2.7163E+03 1.4026E+08
 22 4.4083E-04 2.7163E+03 1.3270E+08
 23 5.1517E-04 2.7163E+03 1.2568E+08
 24 6.0121E-04 2.7163E+03 1.1912E+08
 25 7.0062E-04 2.7163E+03 1.1295E+08
 26 8.1531E-04 2.7163E+03 1.0711E+08
 27 9.4745E-04 2.7163E+03 1.0155E+08
 28 1.0994E-03 2.7163E+03 9.6230E+07
 29 1.2740E-03 2.7163E+03 9.1150E+07
 30 1.4742E-03 2.7163E+03 8.6314E+07
 31 1.7035E-03 2.7163E+03 8.1739E+07
 32 1.9657E-03 2.7163E+03 7.7447E+07
 33 2.2649E-03 2.7163E+03 7.3455E+07
 34 2.6061E-03 2.7163E+03 6.9765E+07
 35 2.9945E-03 2.7163E+03 6.6367E+07
 36 3.4358E-03 2.7163E+03 6.3233E+07
 37 3.9366E-03 2.7163E+03 6.0320E+07
 38 4.5041E-03 2.7163E+03 5.7582E+07
 39 5.1461E-03 2.7163E+03 5.5036E+07
 40 5.8713E-03 2.7163E+03 5.2669E+07
 41 6.6892E-03 2.7163E+03 5.0433E+07
 42 7.6103E-03 2.7163E+03 4.8255E+07
 43 8.6461E-03 2.7163E+03 4.6251E+07
 44 9.8089E-03 2.7163E+03 4.4349E+07
 45 1.1112E-02 2.7163E+03 4.2628E+07
 46 1.2571E-02 2.7163E+03 4.1063E+07
 47 1.4202E-02 2.7163E+03 3.9646E+07
 48 1.6021E-02 2.7163E+03 3.8444E+07
 49 1.8048E-02 2.7163E+03 3.7560E+07
 50 2.0303E-02 2.7163E+03 3.6903E+07
 51 2.2807E-02 2.7163E+03 3.6183E+07
 52 2.5583E-02 3.8723E+03 3.9825E+07
 53 2.8657E-02 7.1135E+03 4.7551E+07
 54 3.2055E-02 1.1811E+04 5.4714E+07
 55 3.5806E-02 1.7452E+04 6.0373E+07
 56 3.9939E-02 2.3858E+04 6.4738E+07
 57 4.4486E-02 3.0800E+04 6.7957E+07
 58 4.9481E-02 3.7976E+04 7.0122E+07
 59 5.4959E-02 4.5342E+04 7.1476E+07
 60 6.0957E-02 5.2929E+04 7.2215E+07
 61 6.7515E-02 6.0781E+04 7.2479E+07
 62 7.4672E-02 6.8848E+04 7.2333E+07
 63 8.2472E-02 7.6944E+04 7.1792E+07
 64 9.0957E-02 8.4675E+04 7.0817E+07
 65 1.0017E-01 9.1816E+04 6.9444E+07
 66 1.1017E-01 9.8193E+04 6.7716E+07
 67 1.2099E-01 1.0364E+05 6.5673E+07
 68 1.3269E-01 1.0849E+05 6.3474E+07
 69 1.4531E-01 1.1319E+05 6.1229E+07
 70 1.5891E-01 1.1804E+05 5.8979E+07
 71 1.7354E-01 1.2339E+05 5.6782E+07
 72 1.8924E-01 1.2936E+05 5.4642E+07
 73 2.0608E-01 1.3597E+05 5.2549E+07
 74 2.2409E-01 1.4299E+05 5.0461E+07
 75 2.4334E-01 1.4999E+05 4.8328E+07
 76 2.6387E-01 1.5656E+05 4.6121E+07
 77 2.8572E-01 1.6224E+05 4.3816E+07
 78 3.0895E-01 1.6672E+05 4.1414E+07
 79 3.3359E-01 1.6986E+05 3.8934E+07
 80 3.5970E-01 1.7164E+05 3.6400E+07
 81 3.8729E-01 1.7220E+05 3.3845E+07
 82 4.1642E-01 1.7173E+05 3.1300E+07
 83 4.4710E-01 1.7043E+05 2.8789E+07
 84 4.7937E-01 1.6855E+05 2.6335E+07
 85 5.1324E-01 1.6625E+05 2.3952E+07
 86 5.4873E-01 1.6366E+05 2.1650E+07
 87 5.8584E-01 1.6090E+05 1.9437E+07
 88 6.2459E-01 1.5803E+05 1.7318E+07
 89 6.6495E-01 1.5509E+05 1.5294E+07
 90 7.0692E-01 1.5213E+05 1.3368E+07
 91 7.5048E-01 1.4917E+05 1.1541E+07
 92 7.9560E-01 1.4620E+05 9.8147E+06
 93 8.4225E-01 1.4326E+05 8.1916E+06
 94 8.9037E-01 1.4038E+05 6.6738E+06
 95 9.3991E-01 1.3754E+05 5.2638E+06
 96 9.9080E-01 1.3459E+05 5.1257E+06
 97 1.0430E+00 1.3147E+05 5.0246E+06
 98 1.0964E+00 1.2818E+05 4.9251E+06
 99 1.1508E+00 1.2508E+05 4.8316E+06
100 1.2063E+00 1.2229E+05 8.1584E+05

  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  1 1.2055E-05 2.7163E+03 4.8023E+08
  2 1.4513E-05 2.7163E+03 4.6275E+08
  3 1.7446E-05 2.7163E+03 4.4222E+08
  4 2.0943E-05 2.7163E+03 4.1794E+08
  5 2.5106E-05 2.7163E+03 3.9134E+08
  6 3.0053E-05 2.7163E+03 3.6451E+08
  7 3.5924E-05 2.7163E+03 3.3892E+08
  8 4.2881E-05 2.7163E+03 3.1530E+08
  9 5.1114E-05 2.7163E+03 2.9380E+08
 10 6.0842E-05 2.7163E+03 2.7431E+08
 11 7.2318E-05 2.7163E+03 2.5660E+08
 12 8.5838E-05 2.7163E+03 2.4041E+08
 13 1.0174E-04 2.7163E+03 2.2556E+08
 14 1.2042E-04 2.7163E+03 2.1188E+08
 15 1.4233E-04 2.7163E+03 1.9924E+08
 16 1.6799E-04 2.7163E+03 1.8752E+08
 17 1.9799E-04 2.7163E+03 1.7665E+08
 18 2.3302E-04 2.7163E+03 1.6654E+08
 19 2.7386E-04 2.7163E+03 1.5713E+08
 20 3.2141E-04 2.7163E+03 1.4838E+08
 21 3.7668E-04 2.7163E+03 1.4025E+08
 22 4.4083E-04 2.7163E+03 1.3270E+08
 23 5.1517E-04 2.7163E+03 1.2568E+08
 24 6.0121E-04 2.7163E+03 1.1912E+08
 25 7.0062E-04 2.7163E+03 1.1295E+08
 26 8.1531E-04 2.7163E+03 1.0711E+08
 27 9.4745E-04 2.7163E+03 1.0155E+08
 28 1.0994E-03 2.7163E+03 9.6230E+07
 29 1.2740E-03 2.7163E+03 9.1150E+07
 30 1.4742E-03 2.7163E+03 8.6313E+07
 31 1.7035E-03 2.7163E+03 8.1738E+07
 32 1.9657E-03 2.7163E+03 7.7447E+07
 33 2.2649E-03 2.7163E+03 7.3454E+07
 34 2.6061E-03 2.7163E+03 6.9765E+07
 35 2.9945E-03 2.7163E+03 6.6367E+07
 36 3.4358E-03 2.7163E+03 6.3233E+07
 37 3.9366E-03 2.7163E+03 6.0319E+07
 38 4.5041E-03 2.7163E+03 5.7580E+07
 39 5.1461E-03 2.7163E+03 5.5036E+07
 40 5.8713E-03 2.7163E+03 5.2669E+07
 41 6.6892E-03 2.7163E+03 5.0433E+07
 42 7.6103E-03 2.7163E+03 4.8256E+07
 43 8.6461E-03 2.7163E+03 4.6251E+07
 44 9.8089E-03 2.7163E+03 4.4349E+07
 45 1.1112E-02 2.7163E+03 4.2629E+07
 46 1.2571E-02 2.7163E+03 4.1065E+07
 47 1.4202E-02 2.7163E+03 3.9647E+07
 48 1.6021E-02 2.7163E+03 3.8437E+07
 49 1.8048E-02 2.7163E+03 3.7548E+07
 50 2.0303E-02 2.7163E+03 3.6891E+07
 51 2.2807E-02 2.7163E+03 3.6172E+07
 52 2.5583E-02 3.9491E+03 4.0075E+07
 53 2.8657E-02 7.1856E+03 4.7699E+07
 54 3.2055E-02 1.1878E+04 5.4806E+07
 55 3.5806E-02 1.7514E+04 6.0433E+07
 56 3.9939E-02 2.3915E+04 6.4779E+07
 57 4.4486E-02 3.0853E+04 6.7986E+07
 58 4.9481E-02 3.8025E+04 7.0144E+07
 59 5.4959E-02 4.5388E+04 7.1493E+07
 60 6.0957E-02 5.2973E+04 7.2228E+07
 61 6.7515E-02 6.0822E+04 7.2489E+07
 62 7.4672E-02 6.8887E+04 7.2341E+07
 63 8.2472E-02 7.6981E+04 7.1798E+07
 64 9.0957E-02 8.4710E+04 7.0823E+07
 65 1.0017E-01 9.1848E+04 6.9448E+07
 66 1.1017E-01 9.8223E+04 6.7719E+07
 67 1.2099E-01 1.0366E+05 6.5675E+07
 68 1.3269E-01 1.0852E+05 6.3476E+07
 69 1.4531E-01 1.1322E+05 6.1231E+07
 70 1.5891E-01 1.1806E+05 5.8980E+07
 71 1.7354E-01 1.2340E+05 5.6783E+07
 72 1.8924E-01 1.2937E+05 5.4643E+07
 73 2.0608E-01 1.3598E+05 5.2549E+07
 74 2.2409E-01 1.4300E+05 5.0461E+07
 75 2.4334E-01 1.4999E+05 4.8328E+07
 76 2.6387E-01 1.5656E+05 4.6120E+07
 77 2.8572E-01 1.6224E+05 4.3816E+07
 78 3.0895E-01 1.6672E+05 4.1413E+07
 79 3.3359E-01 1.6986E+05 3.8934E+07
 80 3.5970E-01 1.7163E+05 3.6400E+07
 81 3.8729E-01 1.7219E+05 3.3845E+07
 82 4.1642E-01 1.7172E+05 3.1300E+07
 83 4.4710E-01 1.7043E+05 2.8789E+07
 84 4.7937E-01 1.6855E+05 2.6335E+07
 85 5.1324E-01 1.6625E+05 2.3952E+07
 86 5.4873E-01 1.6365E+05 2.1650E+07
 87 5.8584E-01 1.6090E+05 1.9438E+07
 88 6.2459E-01 1.5802E+05 1.7318E+07
 89 6.6495E-01 1.5509E+05 1.5294E+07
 90 7.0692E-01 1.5213E+05 1.3368E+07
 91 7.5048E-01 1.4916E+05 1.1541E+07
 92 7.9560E-01 1.4620E+05 9.8150E+06
 93 8.4225E-01 1.4326E+05 8.1918E+06
 94 8.9037E-01 1.4038E+05 6.6740E+06
 95 9.3991E-01 1.3754E+05 5.2639E+06
 96 9.9080E-01 1.3459E+05 5.1258E+06
 97 1.0430E+00 1.3146E+05 5.0247E+06
 98 1.0964E+00 1.2818E+05 4.9252E+06
 99 1.1508E+00 1.2508E+05 4.8317E+06
100 1.2063E+00 1.2229E+05 8.1586E+05

  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  1 1.2055E-05 2.7163E+03 4.8037E+08
  2 1.4513E-05 2.7163E+03 4.6285E+08
  3 1.7446E-05 2.7163E+03 4.4229E+08
  4 2.0943E-05 2.7163E+03 4.1798E+08
  5 2.5106E-05 2.7163E+03 3.9135E+08
  6 3.0053E-05 2.7163E+03 3.6451E+08
  7 3.5924E-05 2.7163E+03 3.3892E+08
  8 4.2881E-05 2.7163E+03 3.1529E+08
  9 5.1114E-05 2.7163E+03 2.9380E+08
 10 6.0842E-05 2.7163E+03 2.7431E+08
 11 7.2318E-05 2.7163E+03 2.5659E+08
 12 8.5838E-05 2.7163E+03 2.4041E+08
 13 1.0174E-04 2.7163E+03 2.2556E+08
 14 1.2042E-04 2.7163E+03 2.1188E+08
 15 1.4233E-04 2.7163E+03 1.9923E+08
 16 1.6799E-04 2.7163E+03 1.8752E+08
 17 1.9799E-04 2.7163E+03 1.7665E+08
 18 2.3302E-04 2.7163E+03 1.6654E+08
 19 2.7386E-04 2.7163E+03 1.5713E+08
 20 3.2141E-04 2.7163E+03 1.4838E+08
 21 3.7668E-04 2.7163E+03 1.4025E+08
 22 4.4083E-04 2.7163E+03 1.3270E+08
 23 5.1517E-04 2.7163E+03 1.2567E+08
 24 6.0121E-04 2.7163E+03 1.1911E+08
 25 7.0062E-04 2.7163E+03 1.1295E+08
 26 8.1531E-04 2.7163E+03 1.0711E+08
 27 9.4745E-04 2.7163E+03 1.0155E+08
 28 1.0994E-03 2.7163E+03 9.6229E+07
 29 1.2740E-03 2.7163E+03 9.1149E+07
 30 1.4742E-03 2.7163E+03 8.6312E+07
 31 1.7035E-03 2.7163E+03 8.1738E+07
 32 1.9657E-03 2.7163E+03 7.7446E+07
 33 2.2649E-03 2.7163E+03 7.3453E+07
 34 2.6061E-03 2.7163E+03 6.9764E+07
 35 2.9945E-03 2.7163E+03 6.6367E+07
 36 3.4358E-03 2.7163E+03 6.3233E+07
 37 3.9366E-03 2.7163E+03 6.0319E+07
 38 4.5041E-03 2.7163E+03 5.7579E+07
 39 5.1461E-03 2.7163E+03 5.5036E+07
 40 5.8713E-03 2.7163E+03 5.2669E+07
 41 6.6892E-03 2.7163E+03 5.0433E+07
 42 7.6103E-03 2.7163E+03 4.8256E+07
 43 8.6461E-03 2.7163E+03 4.6251E+07
 44 9.8089E-03 2.7163E+03 4.4350E+07
 45 1.1112E-02 2.7163E+03 4.2629E+07
 46 1.2571E-02 2.7163E+03 4.1066E+07
 47 1.4202E-02 2.7163E+03 3.9648E+07
 48 1.6021E-02 2.7163E+03 3.8431E+07
 49 1.8048E-02 2.7163E+03 3.7537E+07
 50 2.0303E-02 2.7163E+03 3.6880E+07
 51 2.2807E-02 2.7163E+03 3.6162E+07
 52 2.5583E-02 4.0156E+03 4.0288E+07
 53 2.8657E-02 7.2474E+03 4.7825E+07
 54 3.2055E-02 1.1934E+04 5.4882E+07
 55 3.5806E-02 1.7565E+04 6.0482E+07
 56 3.9939E-02 2.3962E+04 6.4812E+07
 57 4.4486E-02 3.0896E+04 6.8009E+07
 58 4.9481E-02 3.8064E+04 7.0161E+07
 59 5.4959E-02 4.5425E+04 7.1506E+07
 60 6.0957E-02 5.3008E+04 7.2238E+07
 61 6.7515E-02 6.0856E+04 7.2497E+07
 62 7.4672E-02 6.8919E+04 7.2348E+07
 63 8.2472E-02 7.7011E+04 7.1803E+07
 64 9.0957E-02 8.4739E+04 7.0827E+07
 65 1.0017E-01 9.1875E+04 6.9451E+07
 66 1.1017E-01 9.8247E+04 6.7722E+07
 67 1.2099E-01 1.0369E+05 6.5677E+07
 68 1.3269E-01 1.0854E+05 6.3478E+07
 69 1.4531E-01 1.1323E+05 6.1232E+07
 70 1.5891E-01 1.1807E+05 5.8981E+07
 71 1.7354E-01 1.2342E+05 5.6784E+07
 72 1.8924E-01 1.2938E+05 5.4643E+07
 73 2.0608E-01 1.3599E+05 5.2550E+07
 74 2.2409E-01 1.4300E+05 5.0461E+07
 75 2.4334E-01 1.5000E+05 4.8328E+07
 76 2.6387E-01 1.5656E+05 4.6120E+07
 77 2.8572E-01 1.6224E+05 4.3815E+07
 78 3.0895E-01 1.6671E+05 4.1413E+07
 79 3.3359E-01 1.6986E+05 3.8934E+07
 80 3.5970E-01 1.7163E+05 3.6400E+07
 81 3.8729E-01 1.7219E+05 3.3845E+07
 82 4.1642E-01 1.7172E+05 3.1300E+07
 83 4.4710E-01 1.7042E+05 2.8789E+07
 84 4.7937E-01 1.6854E+05 2.6335E+07
 85 5.1324E-01 1.6624E+05 2.3952E+07
 86 5.4873E-01 1.6365E+05 2.1651E+07
 87 5.8584E-01 1.6089E+05 1.9438E+07
 88 6.2459E-01 1.5802E+05 1.7319E+07
 89 6.6495E-01 1.5508E+05 1.5294E+07
 90 7.0692E-01 1.5213E+05 1.3368E+07
 91 7.5048E-01 1.4916E+05 1.1541E+07
 92 7.9560E-01 1.4620E+05 9.8152E+06
 93 8.4225E-01 1.4326E+05 8.1920E+06
 94 8.9037E-01 1.4038E+05 6.6741E+06
 95 9.3991E-01 1.3754E+05 5.2641E+06
 96 9.9080E-01 1.3459E+05 5.1259E+06
 97 1.0430E+00 1.3146E+05 5.0248E+06
 98 1.0964E+00 1.2818E+05 4.9254E+06
 99 1.1508E+00 1.2508E+05 4.8319E+06
100 1.2063E+00 1.2229E+05 8.1589E+05

  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  1 1.2055E-05 2.7163E+03 4.8036E+08
  2 1.4513E-05 2.7163E+03 4.6285E+08
  3 1.7446E-05 2.7163E+03 4.4231E+08
  4 2.0943E-05 2.7163E+03 4.1801E+08
  5 2.5106E-05 2.7163E+03 3.9137E+08
  6 3.0053E-05 2.7163E+03 3.6451E+08
  7 3.5924E-05 2.7163E+03 3.3891E+08
  8 4.2881E-05 2.7163E+03 3.1528E+08
  9 5.1114E-05 2.7163E+03 2.9379E+08
 10 6.0842E-05 2.7163E+03 2.7430E+08
 11 7.2318E-05 2.7163E+03 2.5659E+08
 12 8.5838E-05 2.7163E+03 2.4040E+08
 13 1.0174E-04 2.7163E+03 2.2555E+08
 14 1.2042E-04 2.7163E+03 2.1187E+08
 15 1.4233E-04 2.7163E+03 1.9923E+08
 16 1.6799E-04 2.7163E+03 1.8752E+08
